date,交通运输,传媒,公用事业,农林牧渔,医药生物,商贸零售,国防军工,基础化工,家用电器,建筑材料,建筑装饰,房地产,有色金属,机械设备,汽车,煤炭,环保,电力设备,电子,石油石化,社会服务,纺织服饰,综合,美容护理,计算机,轻工制造,通信,钢铁,银行,非银金融,食品饮料
2000-01-14,-0.07117678347652834,-0.028078156462077786,-0.06495352057857151,-0.0398032887659443,-0.0650196701194643,-0.05264770777151251,-0.08395390070921982,-0.08272551922128024,-0.09767409422185025,-0.05009104967926725,-0.07185617928830046,-0.062193007801213396,-0.05023158309667353,-0.055757494914463024,-0.039007868172433735,-0.038571857841396606,-0.05877806370654626,-0.05130723754268707,-0.07994468232227869,-0.07084311767299167,-0.06633739634781821,-0.06873457238275016,-0.06094287984461899,-0.08984236545098401,-0.08059353273295689,-0.05828328893303836,-0.10687363358111068,-0.06728308803513405,-0.09026288761959678,-0.06450180757277857,-0.05370475444237288
2000-01-21,0.040184031215421356,0.14279685401879938,0.048159298374684134,0.08140958047751745,0.05080002316110477,0.06314291259623461,0.04454982418787701,0.03299949141269898,0.046152805688669085,0.028919051701715714,0.03167592493506244,0.040707078487252524,0.048049351041351995,0.057248808052269284,0.022800399972279006,0.06832409906710235,0.06037156189316861,0.04051556467298201,0.06856482150599796,0.02471120234717694,0.043212812424168856,0.038921046989806696,0.062162136752940134,0.03743671729283227,0.08746536201138855,0.03726469826718204,0.06982345856710626,0.027259195843994055,0.003951316610384392,0.04277966101694908,0.042800038069858104
2000-01-28,0.026855532538305082,0.1672877429751234,0.048634071556548975,0.05934025752418082,0.05660048123725736,0.08453373438464418,0.023810994441012978,0.024493930958737975,0.04448610559562627,0.021749103539963954,0.04350901015587416,0.061022092291751484,0.05139951399513998,0.017270176376269264,0.024005420578840475,0.07078963465988175,0.05689790265857608,0.04833069840974624,0.11353369221197296,0.04762579730687455,0.08544153632870288,0.04991933365849999,0.08033351330778293,-0.013365471051357769,0.14497461170848291,0.03566707036341943,0.06333516382939774,0.02569299101266176,0.031732723076012714,0.02310209565914656,0.04575282703733774
2000-02-18,0.17560248627821595,0.1424503882657464,0.11338335799337695,0.16148226070233984,0.04547627532616527,0.16055468718688637,-0.030285662574281225,0.07196525114366259,0.035668181577039215,0.13430524502437424,0.24561498630954004,0.10179792131696419,0.043365490793607187,0.11148326930023322,0.028443142073919958,0.11364915882898385,0.10158357973500687,0.035918635287020884,0.10744015806691909,0.08977585351553685,0.10846905537459306,0.05833794914860557,0.14088730490352708,0.02149622539498197,0.15312061825414935,0.11450122740459712,0.17398003098640058,0.022187136446734312,-0.009130455566709661,0.046770742866826254,0.053037179263396794
2000-02-25,-0.05223857522725883,0.06776930241925316,-0.01514024901517197,0.008979112419336577,0.035333926389039094,-0.06844631695272296,0.015149158552897557,-0.008457479826195047,-0.04609329645186633,-0.011358036659154025,0.06402304104003886,-0.030103748723914636,-0.040677020519005236,-0.026294020326164125,-0.008915523120616942,-0.04688835857290474,-0.024407803610695833,-0.03658285949167639,-0.04260748756946475,-0.016694532271681384,0.008382696382448929,8.441383036128514e-06,-0.054204278604821576,0.002068120558686548,-0.11249832097334056,-0.033239355396789794,-0.0994039283540945,-0.0004155037079187629,-0.012659204940177693,-0.048869822125989115,-0.020355221827162873
2000-03-03,0.062205366609574986,0.04342803253565952,0.06401400758208586,0.050926737589149784,0.04352329941942168,0.060129749768303986,0.09088680517251957,0.06626322699567866,0.07319234245925554,0.06628371587557114,0.06393438151991604,0.07762791798235957,0.06855442191415317,0.0489410765216336,0.053492103237533506,0.10186889644628883,0.05646998427824279,0.09686766692739823,0.09230675230843266,0.07922492234913858,0.06497799045997632,0.06757270079770383,0.047576744645148716,0.04978676787041736,0.05485191734773531,0.060951765505128375,0.03998046159482249,0.041142929434409004,0.03712571339222892,0.0963363261137824,0.04506730061505393
2000-03-10,-0.023334382702304146,0.05120093996429942,-0.010001962649274554,-0.03319119972774409,-0.028487660733661158,-0.03592684547330127,-0.038623595505618,-0.03207156370278552,0.030297470624046197,-0.02387064638491898,-0.0464679607544074,-0.04728445632339695,-0.030517427668174113,-0.03491365595441265,-0.022359745415812093,-0.024103805640502962,-0.03590518419534117,-0.04408356428583016,-0.05439137457260923,-0.025520033069969528,-0.025980946345889322,-0.028401992567407386,-0.037827338025208546,-0.0010901365931834661,-0.03434422763245337,-0.027971481895063932,-0.019256963036024755,-0.013062421885849385,0.011250671365439668,0.02526683485348369,-0.030673207693802107
2000-03-17,-0.022893441720781893,-0.02050598628635303,-0.0472058498349206,-0.0032577561514303133,-0.01726746350466135,-0.040015089083628386,-0.03941563184806429,-0.01047186581184345,-0.05050832092210067,0.014915999371957867,-0.02651352223237813,-0.000182789204310696,-0.013357329194597534,-0.009171562162810232,-0.0065191748381462356,-0.02789806976693565,-0.004662188235850073,-0.004399721944354784,-0.03379917184265013,-0.012501900897223583,-0.003748253402630519,0.018473607968879646,-0.03606779661016957,0.015828894962176765,-0.025438706246676435,-0.00934309149481416,0.00246635697524078,0.00851280878718863,-0.04033693312585607,-0.044859176256814126,-0.01800582934549322
2000-03-24,0.024459713885715217,-0.02618007856218041,0.05960402695305622,0.03426284337282648,0.05081043612828351,0.05547411057038354,0.046721012288599706,0.05284532080098092,0.03910352588147048,0.08821936881188108,0.027069942767195654,0.0547514009777037,0.07233462188530204,0.05950148224332996,0.062347620385559965,0.04584629849342958,0.055749404606486364,0.03623034152737925,0.066817684378085,0.03296347028262514,0.09981744783163649,0.07835522741074574,0.05436770291180215,0.04693038032798946,0.04755943926883477,0.037586973093079346,0.038273816632827584,0.025567017501024525,0.020855988814665327,0.07197495144861499,0.04837433982803652
2000-03-31,0.040219593798595854,-0.0425229853975122,0.04955213509961798,0.029679769149911994,0.041388937893582334,0.031244406578221806,0.03312797861211192,0.053071654415629554,0.02513721275565861,0.06723531293314866,0.02696144332114425,0.036754011138492526,0.04076186611942978,0.04796573875803012,0.05222161553424565,0.05636536170152051,0.034406780931254044,0.05436408157899075,0.03913199426111902,0.06427035764166766,0.015741496690439893,0.04963172636602109,0.03044048651413056,0.06636729610496661,0.018828035235541885,0.04361894192217197,0.04267572583242596,0.05272466010832311,-0.008493437321666408,0.061836802602876384,0.03626157003674835
2000-04-07,0.019977802441731418,-0.029113417590435176,0.0193067418883619,0.020286877251388225,0.02594848603142097,0.0275068211640066,0.02362736273627375,0.006841951683995484,-0.002400864311152051,-0.004242593776641157,0.0012043540015316267,0.040219524605655144,0.012325408785227587,0.005993733823729697,0.0035027121694923835,-0.03996433805899069,0.0002390888541121683,0.01751172903969933,-0.007365986676331371,0.00039812145653495,0.005340773216420791,-0.017084121650241424,-0.0012443715563995594,-0.017082839847348374,0.005503428365211338,0.012281884220774364,-0.02880110615075726,0.027404451910961747,0.02574654426506262,0.08281829419035858,0.00806319036174763
2000-04-14,-0.0012287831345814126,-0.025210898865509535,0.008337451464878187,-0.00024217087066802367,-0.0029578152370560717,-0.0032365083547861717,0.02637942404924143,0.025847144153694712,0.02160362600778143,-0.000742440153303825,-0.014931715512901955,-0.0055274871945382165,-0.0017700163670968383,-0.00010832769126611907,0.028174362703510702,0.023673842690305147,0.0020571213339419803,0.018527737992202864,-0.014792611344479512,0.05782992239721141,-0.01787318955492123,-0.004883934727648809,-0.0004969284063002233,0.008443020074138108,0.015784357708987562,0.004853147887844855,-0.01985596474089557,0.05884202664989591,0.022182528920518862,-0.047044826033828535,0.012728021060642414
2000-04-21,0.02763716676425032,0.02327663384064471,0.028831276123530758,0.0035760728218465765,0.0009288594470044931,0.003958785249457586,-0.02396123366887981,-0.01698808975064303,-0.03024782485786981,0.030589841762831638,-0.0053690295263439936,0.00021080442970378144,0.0023147461198325114,0.017632241813602123,-0.0007858422657404107,-0.03374454486100131,-0.01974830310609299,0.009843585501579266,-0.0005364920479171698,-0.04464323036408491,-6.727709416787242e-05,0.014730931347075593,0.02597561678579674,0.014952371469348469,-0.00700767752905751,0.005735278959845713,0.015413856245509061,-0.025183755289925114,-0.03205767453775277,-0.020161970642821103,-0.005045625335480364
2000-04-28,-0.0009447842141703244,0.0017983863128219202,-0.015753764911636048,0.02883693159803613,-0.010992094037076683,0.006016042780748743,-0.03886770716186194,-0.0054605546773961455,0.003222776446200726,0.024836652247898883,0.013017948889037179,-0.008402298689072829,-0.00033308660251674116,-0.026562333652720205,-0.012496854158801973,-0.004637433763647336,-0.02389959368478478,-0.009233816619380608,0.011427764240562244,0.007474659082622237,-0.002119371051409802,-0.003022910102209897,-0.015057342912725091,-0.02627577298516992,0.060081987264545944,-0.01327184217268762,-0.010104699293888464,-0.0011348230742280752,0.006531252658342757,-0.010572535514420944,-0.0029363709229914825
2000-05-12,-0.05674787944414361,-0.08992770850516729,-0.05538116901973256,-0.05486581428227455,-0.06109207817807549,-0.06949226484110205,-0.07294520547945205,-0.06213735465668946,-0.07292524254604749,-0.06720324481906348,-0.07925122348028268,-0.07124537712722989,-0.07706489948539474,-0.046098321211789806,-0.07561144604700432,-0.04583294627098178,-0.07127855675087647,-0.07966238002540416,-0.07386716758727119,-0.03920958343889103,-0.07335787585797715,-0.02653244677815192,-0.0570644229740811,-0.07389340408382594,-0.08481580934799027,-0.07444061962134263,-0.08624400442749969,-0.06306567339438351,-0.05023006855103773,-0.06609700492507964,-0.05536016572493074
2000-05-19,0.04510806342986573,0.02558976409436231,0.04106891907717514,0.016402116402116418,0.04344525185540982,0.03978621042837238,0.022626523827115053,0.03792326154644532,0.018901435673303713,0.0391477450300981,0.036633783774116635,0.03831718666564954,0.037538007332707624,0.03324925475808316,0.026992564767508886,0.042275460761332706,0.05290686796873101,0.014022049816251547,0.03359095193213957,0.023836429658424807,0.05871181803629377,0.03996364942212849,0.05362139108603903,0.034296437993526885,0.026643744030563354,0.0431154715529265,0.031032336215888856,0.0627126092547079,-0.0101739156227445,0.0004099658982912313,0.033164496886481265
2000-05-26,0.05539770646904629,0.050214424951267045,0.03864730903082925,0.042467593395929315,0.09331798945727221,0.049966356125612954,0.053222553358017954,0.05373227608296549,0.0499786379560796,0.039562465674608305,0.049251259402387726,0.05388170123353375,0.05227873745418554,0.053317798490901014,0.05304441200650989,0.10391308721456594,0.07002634486275183,0.04771799270337529,0.0725780566092793,0.06255242748451084,0.044617636749757716,0.028301221970091994,0.04817236404871794,0.07567975036376073,0.03375954510948054,0.0674443086900729,0.060163994615102245,0.07834037860687393,0.02095652868786968,0.02937505820992814,0.04797167793952273
2000-06-02,0.022487736169799488,-0.0390773875813597,0.018973546692659715,-0.0027926933770628937,0.009805852273884863,-0.0005285412262155953,0.017120644810929786,0.02088476679789153,0.00851243906607313,0.03850967616148537,0.021151354515380083,0.03501641721332627,0.03003225877563631,0.021385304187516496,0.03798446524596688,0.028482907651852463,-0.000722016447534668,0.013305968084124986,0.02362799175672836,0.06466624654612452,0.013987302213888553,0.002282103647253786,0.010640555993015832,0.006184810951759934,-0.006853950380855012,0.010884432094677265,-0.009843080214562372,0.08422457994233512,-0.0071421583015360834,0.019217545510477274,7.5574936329037e-06
2000-06-09,-0.009194918704704125,0.003296590089626017,0.0006310824725146436,-0.006713815870817763,-0.009919100488893995,-0.0054732945531464905,-0.008402180632833156,-0.007109658678286057,0.0017671979019568962,-0.025708264192536467,-0.023888498869659935,0.0019128443456590816,-0.009152909954770472,-0.005079676138414646,-0.014897193249061802,0.02882059590410857,-0.011394426340850083,-0.0073052502218885484,-0.005601217251483437,-0.03833720347857761,0.012976816916578482,-0.021757116190658454,-0.00973583831868785,0.030094186055928507,-0.004088556391631526,-0.015460099981484898,-0.006373387222135762,-0.07635877752597031,0.003478517934568437,-0.011788935444925763,0.0007330713422006863
2000-06-16,0.025149134642385107,-0.017481260909744334,0.01649737768040893,-0.0017800460571357757,0.019676963621050314,0.0121367612261718,0.029954374132116657,0.016968863598130435,0.010149503802036275,0.018150512503340988,0.014166567692043719,0.008147680062384977,0.023082849140692918,0.022314370869508826,0.03115650710546003,0.008870243470344263,0.02549991229608839,0.003347088491517658,-0.004617132166243376,0.010483810966742668,0.021483336642732276,0.005850323969553095,0.013512404044826898,-0.015511616022642394,-0.023314553580527253,0.013872915988571988,-0.009637046307884978,0.009530833380609227,0.010929659344220521,0.032321236076176874,0.014341058927479056
2000-06-23,0.0012426426867806484,0.02346178967994783,0.004754596218528473,0.009240323224261937,0.017405495420482975,-0.0009522058340666328,-0.02104886638784942,0.015988089844002795,0.008620139708462204,0.015610786522341602,0.02416379854392625,0.0004867770027872087,0.008332336361780879,0.03371698017542979,-0.001601801270862957,0.009786107994732118,0.005359446380591937,0.0332754497402854,0.042935107304204356,0.026111635441140146,-0.010459319642577292,0.002286214612316373,0.013582022047159192,0.008345178962163136,0.05109592410138686,-0.008803407218223147,0.05024169088841157,0.014884799100871149,-0.015415849085928524,-0.015819975982874768,0.02651955090979463
